0	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2732	0.005208333333333333	0.06770833333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.036458333333333336	0.005208333333333333	0.005208333333333333	0.4739583333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.036458333333333336	0.22395833333333334	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.005208333333333333	0.036458333333333336	0.005208333333333333
1	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2689_C8	0.16666666666666669	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.16666666666666669	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.023809523809523808
2	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2737_C4	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.8141025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641
3	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2879_C4	0.0024875621890547263	0.0024875621890547263	0.0024875621890547263	0.09203980099502489	0.0024875621890547263	0.0472636815920398	0.0024875621890547263	0.017412935323383085	0.03233830845771144	0.0024875621890547263	0.0024875621890547263	0.03233830845771144	0.0024875621890547263	0.0024875621890547263	0.017412935323383085	0.0024875621890547263	0.017412935323383085	0.07711442786069653	0.0024875621890547263	0.5099502487562189	0.03233830845771144	0.0024875621890547263	0.0472636815920398	0.0024875621890547263	0.017412935323383085	0.0024875621890547263	0.0024875621890547263	0.0024875621890547263	0.017412935323383085	0.0024875621890547263
4	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2875_C2	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.058333333333333334	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.4083333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.058333333333333334	0.008333333333333333	0.10833333333333332	0.058333333333333334	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.10833333333333332	0.008333333333333333
5	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2796_C4	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.09722222222222222	0.09722222222222222	0.09722222222222222	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.09722222222222222	0.09722222222222222	0.09722222222222222	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.013888888888888888	0.09722222222222222	0.013888888888888888
6	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2709_C1	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.11666666666666667	0.31666666666666665	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.11666666666666667	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.016666666666666666
7	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2685_C2	0.06018518518518518	0.004629629629629629	0.004629629629629629	0.14351851851851852	0.14351851851851852	0.004629629629629629	0.004629629629629629	0.06018518518518518	0.11574074074074076	0.08796296296296297	0.03240740740740741	0.004629629629629629	0.004629629629629629	0.03240740740740741	0.004629629629629629	0.004629629629629629	0.004629629629629629	0.004629629629629629	0.08796296296296297	0.004629629629629629	0.004629629629629629	0.11574074074074076	0.004629629629629629	0.004629629629629629	0.004629629629629629	0.004629629629629629	0.03240740740740741	0.004629629629629629	0.004629629629629629	0.004629629629629629
8	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2621_C1	0.006172839506172839	0.006172839506172839	0.04320987654320988	0.04320987654320988	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.2654320987654321	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.04320987654320988	0.154320987654321	0.006172839506172839	0.08024691358024691	0.04320987654320988	0.006172839506172839	0.006172839506172839	0.04320987654320988	0.006172839506172839	0.006172839506172839	0.11728395061728394	0.006172839506172839	0.006172839506172839	0.04320987654320988	0.006172839506172839
9	file:/home/yaolili/QAClassification/pre/devPreProcess/Q2797_C22	0.002976190476190476	0.002976190476190476	0.020833333333333336	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.1279761904761905	0.038690476190476185	0.020833333333333336	0.002976190476190476	0.020833333333333336	0.002976190476190476	0.18154761904761904	0.21726190476190474	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.038690476190476185	0.020833333333333336	0.002976190476190476	0.05654761904761905	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.002976190476190476	0.1994047619047619	0.002976190476190476	0.002976190476190476
