Q7	0.587200014929	2.28996036123	3.2316665428	0.0	2.41558441558	0.458874458876	0.268398268398	0.8455988456	0.005772005772	0.005772005772	0.902383928952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q10	1.06072599355	2.01820684059	0.975869831808	0.0	3.13926940639	0.479452054794	0.559360730595	0.787671232875	0.0342465753425	0.0	1.10321959694	1.0	4.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Q13	0.545100100614	1.40176078589	1.37704604221	1.0	1.88356164384	0.287671232877	0.335616438357	0.472602739725	0.0205479452055	0.0	0.660616485826	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q16	0.0	0.0274714117356	0.164919204968	1.0	0.339711664482	0.30878112713	0.110353866317	0.236435124509	0.00471821756225	0.0	1e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q20	0.623716529227	1.62507445483	1.63447538171	1.0	3.01948051948	0.573593073595	0.335497835498	1.056998557	0.007215007215	0.007215007215	0.375737244296	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q44	0.971971666969	2.59180704289	2.19056269037	0.0	2.04761904762	0.507936507936	0.460317460316	0.984126984128	0.0	0.0	1.4637563217	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q56	0.337429339909	1.56550021469	1.87549280804	0.0	1.88356164384	0.287671232877	0.335616438357	0.472602739725	0.0205479452055	0.0	0.376986109957	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Q66	1.56428263773	4.26453438816	3.42580770988	0.0	2.6138952164	0.632118451025	0.546697038725	1.17881548975	0.0284738041003	0.0	1.67114301753	0.0	3.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Q78	0.620363463298	2.81089201366	2.60057420632	0.0	2.51141552512	0.383561643836	0.447488584476	0.6301369863	0.027397260274	0.0	0.592622434021	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
Q84	0.653549311649	3.60349572124	3.36691723474	4.0	3.37466307278	1.33692722372	0.765498652291	2.37196765498	0.150943396226	0.0	0.575524543552	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
