Q2922_C1	0.0	0.805484173873	0.722815696056	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.20946034992483076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q2922_C2	0.0	0.334541952793	0.0538348485193	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C3	0.308697453257	0.685329641476	0.883733604046	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.3917538500596389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C4	0.618346942401	0.868201530942	0.950013639243	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.6036497747391393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C5	0.142695448246	0.595863046233	0.968134962596	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.28397459037631795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C6	0.0458349248514	0.442803798294	0.297653818316	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.039110273633806786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C7	0.221403721385	0.573493422248	0.613688023658	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.2658106476627338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q2922_C8	0.132842232831	0.519386607043	0.911145693262	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.2677676694900191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C9	0.396059017191	0.611751361374	0.607768913367	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.43386091759726275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C10	0.600245047999	0.831371093481	0.927917275618	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.6101446148515652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C11	0.0	0.499407006524	0.682729153112	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Q2922_C12	0.241052212803	0.715908332659	0.963634146565	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.30286555502433726	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Q2922_C13	0.108465228909	0.762115860921	0.963031925663	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.17706499470196843	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C14	0.0	0.745839463356	0.0388246835318	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.37537365529269295	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q2922_C15	0.0805968353826	0.749001979897	0.910461091861	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.12409506339832387	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C16	0.155126306999	0.550540510498	0.552829587651	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.14829128751154455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C17	0.0	0.0461960028241	0.136029757682	1.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C18	0.0	0.61239012301	0.833454153194	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.060833918193000235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C19	0.239583763028	0.692655193832	0.755218272963	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.20184653730874372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q2922_C20	0.0	0.501158187507	0.2860044898	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Q2922_C21	0.0	0.251967655377	0.113941703502	1.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2922_C22	0.148522131447	0.578656585991	0.844457854746	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.15246951596452812	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q2922_C23	0.325395686728	0.794097935373	0.940731706794	0.0	0.48275862069	0.051724137931	0.114942528736	0.344827586207	0.0	0.00574712643678	0.38649042597560673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
